Location,Area,Type,BHK,Sqft,Furnish,Transaction,Status,PriceperSqrt,Price,Price_Lac,Area_Sqft,Price/Sqft
Mumbai,Revanta in Mulund West,Flat,2 BHK,619 sqft,Furnish,New Property,Possession by Sep '25,,₹ 1.47 Cr,147.0,619.0,23747.98
Mumbai,Patil Breeze in Dahisar,Flat,1 BHK,440 sqft,Unfurnish,New Property,Possession by Dec '24,,₹ 95 Lac,95.0,440.0,21590.91
Mumbai,Akshay in Pleasant Park,Flat,1 BHK,400 sqft,Furnish,New Property,Possession by Jun '22,,₹ 58.5 Lac,58.5,400.0,14625.0
Mumbai,Ivana in Mira Road,Flat,1 BHK,740 sqft,Unfurnish,New Property,Possession by Jun '23,₹ 8783 per sqft,₹ 65 Lac,65.0,740.0,8783.0
Mumbai,Heights in Vasai East,Flat,1 BHK,464 sqft,Unfurnish,New Property,Possession by Apr '23,,₹ 36.5 Lac,36.5,464.0,7866.38
Mumbai,Chandivali,Flat,1 BHK,450 sqft,Unfurnish,New Property,Possession by Dec '25,,₹ 1.15 Cr,114.99999999999999,450.0,25555.56
Mumbai,Thakur Complex,Flat,2 BHK,615 sqft,Furnish,New Property,Possession by Nov '22,,₹ 1.18 Cr,118.0,615.0,19186.99
Mumbai,Senterio in Shell Colony,Flat,1 BHK,440 sqft,Furnish,New Property,Possession by Jun '22,,₹ 1.10 Cr,110.00000000000001,440.0,25000.0
Mumbai,Forests in Kanjurmarg West,Flat,1 BHK,433 sqft,Unfurnish,New Property,Possession by Jul '22,,₹ 1.05 Cr,105.0,433.0,24249.42
Mumbai,Mulund West,Flat,1 BHK,495 sqft,Furnish,Old Property,Ready to Move,,₹ 1.05 Cr,105.0,495.0,21212.12
Mumbai,Shanti in Y K Nagar,Flat,1 BHK,490 sqft,Unfurnish,New Property,Possession by Sep '24,,₹ 39 Lac,39.0,490.0,7959.18
Mumbai,Magathane,Flat,2 BHK,650 sqft,Unfurnish,Old Property,Ready to Move,,₹ 1.55 Cr,155.0,650.0,23846.15
Mumbai,Alcove in Chandivali,Flat,2 BHK,744 sqft,Unfurnish,New Property,Possession by Dec '24,,₹ 1.63 Cr,163.0,744.0,21908.6
Mumbai,Now Or Never in Vinay Nagar,Flat,1 BHK,360 sqft,Unfurnish,New Property,Possession by Dec '22,,₹ 47 Lac,47.0,360.0,13055.56
Mumbai,53 West in Andheri West,Flat,1 BHK,420 sqft,Unfurnish,New Property,Possession by Dec '25,,₹ 1.36 Cr,136.0,420.0,32380.95
