Location,Area,Type,BHK,Sqft,Furnish,Transaction,Status,PriceperSqrt,Price
Chennai,inOragadam,,2 BHK,620 sqft,Furnish,Old Property,Ready to Move,₹ 4194 per sqft,₹ 26 Lac
Chennai,inKamaraj Nagar,,2 BHK,900 sqft,Unfurnish,Old Property,Ready to Move,,₹ 1.10 Cr
Chennai,inKattankulathur GST Road,Villa,2 BHK,550 sqft,Unfurnish,New Property,Possession by Feb '22,,₹ 24.9 Lac
Chennai,inTiruvancheri Selaiyur,,2 BHK,950 sqft,Unfurnish,New Property,Possession by Mar '22,,₹ 60 Lac
Chennai,inTambaram East,,4 BHK,2000 sqft,Furnish,Old Property,Ready to Move,,₹ 95 Lac
Chennai,inMahindra World City,Villa,3 BHK,1350 sqft,Unfurnish,Old Property,Ready to Move,,₹ 52 Lac
Chennai,inKattupakkam PH Road,Villa,3 BHK,1950 sqft,Furnish,Old Property,Ready to Move,₹ 6153 per sqft,₹ 1.20 Cr
Chennai,inNew Perungalathur,,6 BHK,2200 sqft,Furnish,Old Property,Ready to Move,,₹ 94.5 Lac
Chennai,inAmbattur,,2 BHK,1200 sqft,Furnish,Old Property,Ready to Move,,₹ 83 Lac
Chennai,inMadhavaram Milk Colony,,4 BHK,988 sqft,Unfurnish,Old Property,Ready to Move,,₹ 98 Lac
Chennai,inKovur,,2 BHK,1200 sqft,Furnish,New Property,Ready to Move,,₹ 73 Lac
Chennai,inGerugambakkam Chennai Bypass Road,Villa,3 BHK,1250 sqft,Furnish,New Property,Ready to Move,,₹ 1.05 Cr
Chennai,inMangadu,,3 BHK,1300 sqft,Unfurnish,Old Property,Ready to Move,,₹ 85 Lac
Chennai,inMangadu,Villa,2 BHK,800 sqft,Unfurnish,New Property,Ready to Move,,₹ 53 Lac
Chennai,inThalambur,Villa,4 BHK,2000 sqft,Furnish,Old Property,Ready to Move,,₹ 1.15 Cr
Chennai,inSaidapet West Saidapet,,3 BHK,800 sqft,Unfurnish,Old Property,Ready to Move,,₹ 1.30 Cr
Chennai,inAyappakkam,,2 BHK,658 sqft,Furnish,Old Property,Ready to Move,,₹ 58 Lac
Chennai,inThirumullaivoyal,,2 BHK,720 sqft,Unfurnish,Old Property,Ready to Move,,₹ 55 Lac
Chennai,inKovur,,2 BHK,1250 sqft,Unfurnish,New Property,Ready to Move,,₹ 72 Lac
Chennai,inKovur,,3 BHK,1600 sqft,Furnish,New Property,Ready to Move,₹ 4375 per sqft,₹ 70 Lac
Chennai,inPammal,,2 BHK,695 sqft,Unfurnish,Old Property,Ready to Move,,₹ 35 Lac
Chennai,inPeriyar Nagar Korattur Korattur,,4 BHK,1750 sqft,Furnish,Old Property,Ready to Move,,₹ 1.20 Cr
Chennai,inPoonamalle,,2 BHK,520 sqft,Unfurnish,New Property,Ready to Move,,₹ 35 Lac
Chennai,inKayarambedu,Villa,2 BHK,1250 sqft,Unfurnish,Old Property,Ready to Move,,₹ 42 Lac
Chennai,inIyyappanthangal,Villa,4 BHK,1000 sqft,Furnish,New Property,Ready to Move,,₹ 1.30 Cr
Chennai,inGuduvancheri,,3 BHK,1350 sqft,Furnish,New Property,Ready to Move,,₹ 57 Lac
Chennai,inTriplicane,,3 BHK,380 sqft,Unfurnish,New Property,Ready to Move,,₹ 90 Lac
Chennai,inMangadu,,3 BHK,2200 sqft,Unfurnish,New Property,Ready to Move,,₹ 89 Lac
Chennai,inEast Coast Road,Villa,2 BHK,891 sqft,Unfurnish,Old Property,Ready to Move,,₹ 30 Lac
Chennai,inNandanam Extension,,3 BHK,1100 sqft,Unfurnish,Old Property,Ready to Move,,₹ 95 Lac
Chennai,inKeelkattalai,,2 BHK,1200 sqft,Unfurnish,Old Property,Ready to Move,,₹ 85 Lac
Chennai,inKelambakkam Old Mahabalipuram Road,Villa,3 BHK,2000 sqft,Unfurnish,Old Property,Ready to Move,₹ 3500 per sqft,₹ 70 Lac
Chennai,inThirumullaivoyal,,8 BHK,1200 sqft,Furnish,Old Property,Ready to Move,₹ 9167 per sqft,₹ 1.10 Cr
Chennai,inKodungaiyur,,4 BHK,1290 sqft,Unfurnish,Old Property,Ready to Move,,₹ 1.30 Cr
Chennai,inThalambur,,1 BHK,150 sqft,Unfurnish,New Property,Ready to Move,,₹ 23.5 Lac
Chennai,inRedhills,Villa,3 BHK,1000 sqft,Unfurnish,New Property,Ready to Move,,₹ 32 Lac
Chennai,inRevathipuram,Villa,2 BHK,150 sqft,Furnish,New Property,Ready to Move,,₹ 43.2 Lac
Mumbai,Barcelona in Mira Road East,Flat,2 BHK,506 sqft,Unfurnish,New Property,Possession by Jun '25,,₹ 1.05 Cr
Mumbai,Vasanthi in Mulund East,Flat,2 BHK,547 sqft,Unfurnish,New Property,Possession by Jun '22,,₹ 1.49 Cr
Mumbai,Towers and Plaza in Chandivali,Flat,1 BHK,366 sqft,Unfurnish,New Property,Possession by Jun '26,,₹ 100 Lac
Mumbai,Revanta in Mulund West,Flat,2 BHK,585 sqft,Unfurnish,New Property,Possession by Mar '26,,₹ 1.51 Cr
Mumbai,Satyam in Malad East,Flat,1 BHK,412 sqft,Unfurnish,New Property,Possession by Dec '24,,₹ 1 Cr
Mumbai,Midtown in Chembur,Flat,2 BHK,554 sqft,Unfurnish,New Property,Possession by Dec '25,,₹ 1.31 Cr
Mumbai,Bliss in Kurla West,Flat,2 BHK,559 sqft,Unfurnish,New Property,Possession by Mar '24,,₹ 1.58 Cr
Mumbai,Revanta in Mulund West,Flat,2 BHK,572 sqft,Unfurnish,New Property,Possession by Sep '26,,₹ 1.13 Cr
Mumbai,Dwarka in Ghatkopar East,Flat,1 BHK,400 sqft,Unfurnish,New Property,Possession by Jun '24,,₹ 1.18 Cr
Mumbai,Park in Bhandup West,,0 BHK,173 sqft,Unfurnish,New Property,Possession by Dec '25,,₹ 26 Lac
Mumbai,Miracle Bay in Mahim West,Flat,1 BHK,365 sqft,Furnish,New Property,Possession by Dec '27,,₹ 1.45 Cr
Mumbai,in Borivali East,Flat,2 BHK,620 sqft,Unfurnish,New Property,Possession by Dec '22,,₹ 1.66 Cr
Mumbai,Hills in Dahisar East,Flat,2 BHK,623 sqft,Unfurnish,New Property,Possession by Dec '26,,₹ 1.29 Cr
Mumbai,Heritage in Crawford Market,Flat,1 BHK,388 sqft,Unfurnish,New Property,Possession by Apr '24,,₹ 1.40 Cr
Mumbai,Barcelona in Mira Road East,Flat,1 BHK,330 sqft,Unfurnish,New Property,Possession by Jun '25,,₹ 68 Lac
Mumbai,in Andheri West,,0 BHK,250 sqft,Unfurnish,New Property,Possession by Dec '21,,₹ 70.5 Lac
Mumbai,in Bhandup East,Flat,1 BHK,361 sqft,Unfurnish,New Property,Possession by Mar '24,,₹ 75 Lac
Mumbai,Crest in Malad West,Flat,1 BHK,377 sqft,Unfurnish,New Property,Possession by Dec '22,,₹ 87 Lac
Mumbai,Elitus in Mulund West,Flat,2 BHK,802 sqft,Unfurnish,New Property,Possession by Mar '26,,₹ 1.80 Cr
Mumbai,Maple in Goregaon East,,0 BHK,215 sqft,Unfurnish,New Property,Possession by Dec '26,,₹ 53 Lac
Mumbai,Avenue in Vikhroli East,Flat,1 BHK,386 sqft,Unfurnish,New Property,Possession by Dec '23,,₹ 67.5 Lac
Mumbai,Sanctuary in Mulund West,Flat,2 BHK,690 sqft,Furnish,New Property,Possession by Jun '24,,₹ 1.48 Cr
Mumbai,Pinnacle in Mulund West,Flat,2 BHK,606 sqft,Unfurnish,New Property,Possession by Jun '26,,₹ 1.30 Cr
Mumbai,in Mira Road,Flat,1 BHK,458 sqft,Unfurnish,New Property,Possession by Apr '22,,₹ 67.4 Lac
Mumbai,in Mira Road,Flat,2 BHK,711 sqft,Unfurnish,New Property,Possession by Dec '23,,₹ 86 Lac
Mumbai,Samarpan in Kandivali West,Flat,2 BHK,643 sqft,Unfurnish,New Property,Possession by Jun '22,,₹ 1.64 Cr
Mumbai,Residency in Kurla East,Flat,2 BHK,563 sqft,Unfurnish,New Property,Possession by Mar '22,,₹ 1.26 Cr
Mumbai,in Andheri West,Flat,1 BHK,426 sqft,Unfurnish,New Property,Possession by Feb '24,,₹ 1.38 Cr
Mumbai,Earth in Kanjurmarg East,Flat,1 BHK,466 sqft,Unfurnish,New Property,Ready to Move,,₹ 1.21 Cr
Mumbai,House in Goregaon East,Flat,2 BHK,593 sqft,Unfurnish,New Property,Possession by Jun '23,,₹ 1.36 Cr
Mumbai,Virar in Virar,Flat,1 BHK,399 sqft,Unfurnish,New Property,Ready to Move,,₹ 33.9 Lac
Mumbai,Aarna in Chembur,Flat,1 BHK,383 sqft,Furnish,New Property,Possession by Dec '22,,₹ 1.05 Cr
Mumbai,Tower in Vasai East,Flat,1 BHK,358 sqft,Unfurnish,New Property,Possession by Dec '25,,₹ 31.5 Lac
Mumbai,Arya in Ghatkopar West,Flat,1 BHK,443 sqft,Unfurnish,New Property,Possession by Mar '22,,₹ 1.08 Cr
Mumbai,Baria Everest in Virar West,Flat,1 BHK,451 sqft,Unfurnish,New Property,Ready to Move,₹ 8869 per sqft,₹ 40 Lac
Mumbai,Gardens in Bhandup West,Flat,1 BHK,498 sqft,Unfurnish,New Property,Ready to Move,,₹ 99 Lac
Mumbai,The Park in Worli,Flat,2 BHK,890 sqft,Unfurnish,New Property,Ready to Move,,₹ 1.2 Lac
Mumbai,Heritage 2 in Jogeshwari East,Flat,2 BHK,598 sqft,Unfurnish,New Property,Possession by Dec '22,,₹ 1.43 Cr
Mumbai,Woods in Kandivali East,Flat,2 BHK,719 sqft,Unfurnish,New Property,Possession by Dec '25,,₹ 1.69 Cr
Mumbai,Amara in Kurla East,Flat,3 BHK,750 sqft,Unfurnish,New Property,Possession by Jul '23,,₹ 1.95 Cr
Mumbai,in Bhandup West,,0 BHK,326 sqft,Unfurnish,New Property,Possession by Dec '24,,₹ 75 Lac
Mumbai,in Kandivali East,Flat,1 BHK,400 sqft,Furnish,New Property,Possession by Jun '24,,₹ 95 Lac
Mumbai,Senterio in Tilak Nagar Harbour Line,Flat,1 BHK,440 sqft,Furnish,New Property,Possession by Oct '22,,₹ 1.15 Cr
Mumbai,Limited Edition in Mulund East,Flat,2 BHK,750 sqft,Unfurnish,New Property,Possession by Oct '24,,₹ 1.77 Cr
Mumbai,Montana in Mulund West,Flat,2 BHK,574 sqft,Unfurnish,New Property,Possession by Dec '25,,₹ 1.61 Cr
Mumbai,Pinnacle in Mulund West,Flat,2 BHK,612 sqft,Furnish,New Property,Possession by Dec '24,,₹ 1.32 Cr
Mumbai,Millennia in Parel,Flat,1 BHK,411 sqft,Furnish,New Property,Possession by Dec '24,,₹ 1.39 Cr
Mumbai,Revanta in Mulund West,Flat,2 BHK,625 sqft,Unfurnish,New Property,Possession by Dec '24,,₹ 1.45 Cr
Mumbai,Woods in Kandivali East,Flat,2 BHK,719 sqft,Furnish,New Property,Possession by Dec '23,,₹ 1.70 Cr
Mumbai,Millennia in Parel,Flat,1 BHK,410 sqft,Unfurnish,New Property,Possession by Dec '25,,₹ 1.11 Cr
Mumbai,Neo Park in Bhandup West,Flat,1 BHK,285 sqft,Unfurnish,New Property,Possession by Dec '25,,₹ 48 Lac
Mumbai,Vishnu Phase I in Dahisar East,Flat,1 BHK,394 sqft,Unfurnish,New Property,Possession by Jun '23,,₹ 65.1 Lac
Mumbai,Residency Phase 1 in Jogeshwari East,Flat,1 BHK,435 sqft,Unfurnish,New Property,Possession by Dec '24,,₹ 82 Lac
Mumbai,O2 in Mulund West,Flat,3 BHK,771 sqft,Unfurnish,New Property,Possession by Dec '24,,₹ 1.84 Cr
Mumbai,Pinnacle in Mulund West,Flat,1 BHK,457 sqft,Unfurnish,New Property,Possession by Dec '24,,₹ 99 Lac
Mumbai,in Andheri East,Flat,2 BHK,858 sqft,Unfurnish,New Property,Possession by Mar '24,,₹ 1.90 Cr
Mumbai,53 West in Andheri West,Flat,1 BHK,455 sqft,Unfurnish,New Property,Possession by Dec '25,,₹ 1.39 Cr
Mumbai,Stone in Vikhroli East,Flat,1 BHK,393 sqft,Unfurnish,New Property,Possession by Dec '23,,₹ 75.2 Lac
Mumbai,IC Colony,Flat,2 BHK,700 sqft,Furnish,New Property,Possession by Dec '24,,₹ 1.60 Cr
Mumbai,Society in Mulund West,Flat,2 BHK,700 sqft,Furnish,Old Property,Ready to Move,,₹ 1.55 Cr
Mumbai,North in Mira Road East,Flat,1 BHK,450 sqft,Unfurnish,New Property,Ready to Move,,₹ 65 Lac
Mumbai,Florenza in Pleasant Park,Flat,1 BHK,442 sqft,Furnish,New Property,Ready to Move,,₹ 68.3 Lac
Mumbai,Vihar in Powai,Flat,2 BHK,640 sqft,Unfurnish,Old Property,Ready to Move,,₹ 1.60 Cr
Mumbai,Nagar,,0 BHK,180 sqft,Furnish,Old Property,Ready to Move,,₹ 36 Lac
Mumbai,Premier in Mira Road East,Flat,2 BHK,680 sqft,Furnish,New Property,Ready to Move,,₹ 78 Lac
Mumbai,in Vinay Nagar,Flat,2 BHK,575 sqft,Furnish,New Property,Possession by Apr '22,,₹ 83.5 Lac
Mumbai,Clarion in Thakur Village Kandivali East,FlatVilla,2 BHK,640 sqft,Unfurnish,Old Property,Ready to Move,,₹ 1.70 Cr
Mumbai,Hot Cake in Vinay Nagar,Flat,1 BHK,405 sqft,Unfurnish,New Property,Possession by Dec '22,,₹ 53.5 Lac
Mumbai,Diamond Hill in Chandan Shanti,Flat,2 BHK,620 sqft,Furnish,New Property,Possession by Jun '22,,₹ 84.6 Lac
Mumbai,Highpark in Kashimira,Flat,1 BHK,492 sqft,Furnish,New Property,Possession by Dec '23,,₹ 67 Lac
Mumbai,Mulund East,Flat,2 BHK,700 sqft,Unfurnish,Old Property,Ready to Move,,₹ 1.60 Cr
Mumbai,Hillcrest in Mira Road East,Flat,2 BHK,650 sqft,Furnish,New Property,Ready to Move,,₹ 76 Lac
Mumbai,Mira Bhayandar,Flat,2 BHK,615 sqft,Unfurnish,New Property,Ready to Move,,₹ 88 Lac
Mumbai,Ecocity in Mira Road,Flat,2 BHK,685 sqft,Unfurnish,New Property,Possession by Dec '22,,₹ 98 Lac
Mumbai,Orlem,Flat,2 BHK,,Furnish,New Property,Ready to Move,,₹ 1.69 Cr
Mumbai,Heights in Beverly Park,Flat,3 BHK,947 sqft,Unfurnish,New Property,Ready to Move,,₹ 99 Lac
Mumbai,Forests in Kanjurmarg West,Flat,2 BHK,661 sqft,Furnish,New Property,Ready to Move,,₹ 1.60 Cr
Mumbai,Mulund East,Flat,1 BHK,480 sqft,Furnish,Old Property,Ready to Move,,₹ 1.15 Cr
Mumbai,Isle in Central Area,Flat,2 BHK,635 sqft,Unfurnish,Old Property,Ready to Move,,₹ 1.92 Cr
Mumbai,Powai,Flat,2 BHK,750 sqft,Furnish,Old Property,Ready to Move,,₹ 1.55 Cr
Mumbai,Borivali West,Flat,1 BHK,400 sqft,Unfurnish,Old Property,Ready to Move,,₹ 95 Lac
Mumbai,Thane Kalyan Dombivli,Flat,2 BHK,650 sqft,Unfurnish,Old Property,Ready to Move,,₹ 59 Lac
Mumbai,Evening Glory in Chandivali,Flat,1 BHK,385 sqft,Furnish,Old Property,Ready to Move,,₹ 1.05 Cr
Mumbai,Shashwat in Mira Bhayandar,Flat,1 BHK,450 sqft,Unfurnish,New Property,Ready to Move,,₹ 65 Lac
Mumbai,Ariso Apartment in Chembur,Flat,2 BHK,712 sqft,Unfurnish,New Property,Possession by Dec '23,,₹ 1.85 Cr
Mumbai,Lokhandwala Complex,Flat,1 BHK,450 sqft,Unfurnish,Old Property,Ready to Move,,₹ 1.28 Cr
Mumbai,in Ketki Pada,Flat,2 BHK,537 sqft,Furnish,New Property,Possession by Dec '23,,₹ 95 Lac
Mumbai,Now Or Never in Vinay Nagar,Flat,1 BHK,302 sqft,Unfurnish,New Property,Possession by Jun '23,,₹ 47 Lac
Mumbai,Vinay Nagar,Flat,1 BHK,360 sqft,Unfurnish,New Property,Possession by Dec '23,,₹ 55 Lac
Mumbai,North Alexa in Mira Road,Flat,1 BHK,476 sqft,Furnish,New Property,Possession by Dec '22,,₹ 56 Lac
Mumbai,Hot Cake in Vinay Nagar,Flat,1 BHK,405 sqft,Furnish,New Property,Possession by Dec '22,,₹ 54 Lac
Mumbai,Oasis in Kashimira,Flat,1 BHK,540 sqft,Furnish,New Property,Possession by Dec '25,,₹ 58 Lac
Mumbai,Diamond Hill in Beverly Park,Flat,1 BHK,440 sqft,Furnish,New Property,Possession by Mar '23,,₹ 55.2 Lac
Mumbai,Florenza in Beverly Park,Flat,2 BHK,669 sqft,Furnish,New Property,Possession by Dec '22,,₹ 98.9 Lac
Mumbai,Tilak Nagar Harbour Line,Flat,2 BHK,622 sqft,Unfurnish,New Property,Possession by Dec '23,,₹ 1.52 Cr
Mumbai,Pinnacle in Mulund West,Flat,1 BHK,457 sqft,Unfurnish,New Property,Possession by Dec '26,₹ 21663 per sqft,₹ 99 Lac
Mumbai,Gardenia in Naigaon East,Flat,2 BHK,700 sqft,Furnish,Old Property,Ready to Move,,₹ 43.7 Lac
Mumbai,Akshay in Mira Road East,Flat,2 BHK,650 sqft,Unfurnish,New Property,Possession by Jun '23,,₹ 79.1 Lac
Mumbai,ORO 67 in Ekta Nagar Charkop,Flat,1 BHK,417 sqft,Unfurnish,New Property,Possession by Apr '24,,₹ 88 Lac
Mumbai,Legacy in Ramdev Park,Flat,1 BHK,470 sqft,Unfurnish,New Property,Possession by Jun '23,,₹ 57.5 Lac
Mumbai,Residency in Vinay Nagar,Flat,1 BHK,531 sqft,Unfurnish,New Property,Possession by Dec '24,,₹ 63 Lac
Mumbai,Pant Nagar,Flat,2 BHK,650 sqft,Unfurnish,New Property,Possession by Dec '22,,₹ 1.67 Cr
Mumbai,North in Mira Road,Flat,2 BHK,640 sqft,Unfurnish,New Property,Possession by Dec '23,,₹ 87 Lac
Mumbai,Highpark in Mira Road,Flat,1 BHK,405 sqft,Unfurnish,New Property,Possession by Dec '23,,₹ 65 Lac
Mumbai,in Vinay Nagar,Flat,2 BHK,535 sqft,Furnish,New Property,Possession by Mar '22,,₹ 78 Lac
Mumbai,Samarpan in Magathane,Flat,2 BHK,730 sqft,Unfurnish,Old Property,Ready to Move,,₹ 1.65 Cr
Mumbai,Suburbia in Chembur,Flat,2 BHK,706 sqft,Unfurnish,New Property,Possession by Dec '23,,₹ 1.87 Cr
Mumbai,at Runwal Forest in Kanjurmarg,Flat,2 BHK,590 sqft,Unfurnish,New Property,Possession by Jun '24,,₹ 1.39 Cr
Mumbai,Legacy in Ramdev Park,Flat,1 BHK,400 sqft,Unfurnish,New Property,Possession by Jun '22,,₹ 57 Lac
Mumbai,Ivana in Vinay Nagar,Flat,1 BHK,380 sqft,Unfurnish,New Property,Possession by Dec '23,,₹ 59.9 Lac
Mumbai,Virar West,Flat,1 BHK,422 sqft,Unfurnish,New Property,Possession by Dec '22,,₹ 38 Lac
Mumbai,Bhayandar East,Flat,1 BHK,420 sqft,Unfurnish,New Property,Possession by Dec '22,,₹ 63 Lac
Mumbai,Pooja in Mira Road East,Flat,1 BHK,411 sqft,Furnish,New Property,Possession by Mar '22,,₹ 60 Lac
Mumbai,Ivana in Vinay Nagar,Flat,1 BHK,450 sqft,Furnish,New Property,Possession by Dec '23,,₹ 60 Lac
Mumbai,Bliss in Crompton Greaves,Flat,2 BHK,809 sqft,Unfurnish,New Property,Possession by Aug '22,,₹ 1.85 Cr
Mumbai,Oasis in Vinay Nagar,Flat,2 BHK,658 sqft,Furnish,New Property,Possession by Sep '22,,₹ 80 Lac
Mumbai,Revanta in Mulund West,Flat,2 BHK,608 sqft,Unfurnish,Old Property,Possession by Dec '25,,₹ 1.35 Cr
Mumbai,Greenfinity in Bhakti Park,Flat,2 BHK,473 sqft,Furnish,New Property,Possession by Dec '22,,₹ 1.36 Cr
Mumbai,Greens in Queens Park,Flat,2 BHK,813 sqft,Furnish,New Property,Possession by Dec '25,,₹ 98.6 Lac
Mumbai,in Goregaon East,Flat,2 BHK,757 sqft,Unfurnish,New Property,Possession by Dec '23,,₹ 1.77 Cr
Mumbai,Heights in Vasai East,Flat,1 BHK,446 sqft,Unfurnish,New Property,Possession by Dec '22,,₹ 35 Lac
Mumbai,Park Estate in Yeshwant Nagar,Flat,2 BHK,605 sqft,Unfurnish,New Property,Possession by Jun '24,,₹ 1.46 Cr
Mumbai,Ramdev Ritu Heights in Mira Road East,Flat,2 BHK,611 sqft,Furnish,New Property,Possession by Dec '22,,₹ 78 Lac
Mumbai,Bella in Bhandup West,Flat,1 BHK,425 sqft,Unfurnish,New Property,Possession by Dec '23,,₹ 1.08 Cr
Mumbai,Ecocity in Mira Road,Flat,1 BHK,455 sqft,Furnish,New Property,Possession by Dec '22,,₹ 57 Lac
Mumbai,Ecocity in Kashimira,Flat,1 BHK,448 sqft,Unfurnish,New Property,Possession by Dec '22,,₹ 67 Lac
Mumbai,Eastern Bay in Wadala East,Flat,2 BHK,686 sqft,Unfurnish,New Property,Possession by Mar '24,,₹ 1.70 Cr
Mumbai,Riviera in Hiranandani Gardens,Flat,2 BHK,705 sqft,Unfurnish,New Property,Possession by Dec '22,,₹ 1.75 Cr
Mumbai,Heights in Mulund East,Flat,2 BHK,610 sqft,Furnish,Old Property,Ready to Move,,₹ 1.60 Cr
Mumbai,Chembur East,Flat,1 BHK,385 sqft,Unfurnish,New Property,Possession by Dec '25,,₹ 94 Lac
Mumbai,Siddhi in Mira Road,Flat,2 BHK,594 sqft,Unfurnish,New Property,Possession by Jun '23,,₹ 76 Lac
Mumbai,Mahatama Gandhi Road,Flat,1 BHK,440 sqft,Unfurnish,New Property,Ready to Move,,₹ 92 Lac
Mumbai,Exotica in Mira Road,Flat,1 BHK,547 sqft,Unfurnish,New Property,Possession by Dec '23,,₹ 59 Lac
Mumbai,Living in Rawal Pada,Flat,2 BHK,582 sqft,Furnish,New Property,Possession by Mar '25,,₹ 83 Lac
Mumbai,Vinay Nagar,Flat,1 BHK,390 sqft,Unfurnish,New Property,Possession by Mar '23,,₹ 54.9 Lac
Mumbai,Highpark in Mahajan Wadi,Flat,2 BHK,605 sqft,Unfurnish,New Property,Possession by Dec '24,,₹ 87.5 Lac
Mumbai,North Euphoria in Vinay Nagar,Flat,3 BHK,950 sqft,Unfurnish,New Property,Possession by Dec '22,,₹ 1.25 Cr
Mumbai,Arya in Ghatkopar West,Flat,1 BHK,443 sqft,Unfurnish,New Property,Possession by Mar '22,,₹ 1.03 Cr
Mumbai,Hot Cake in Mira Road,Flat,1 BHK,400 sqft,Unfurnish,New Property,Possession by Mar '23,,₹ 59 Lac
Mumbai,Tara in Kandivali West,Flat,3 BHK,835 sqft,Unfurnish,New Property,Possession by Dec '23,,₹ 1.85 Cr
Mumbai,Basant Park,Flat,2 BHK,573 sqft,Furnish,New Property,Possession by Dec '23,,₹ 1.60 Cr
Mumbai,Heights Annex in Vasai East,Flat,1 BHK,444 sqft,Unfurnish,New Property,Possession by Jun '24,,₹ 36.5 Lac
Mumbai,Highpark in Mira Road East,Flat,1 BHK,405 sqft,Unfurnish,New Property,Possession by Dec '23,,₹ 61 Lac
Mumbai,Morya in Chembur,Flat,1 BHK,477 sqft,Unfurnish,New Property,Possession by Jun '23,,₹ 1.37 Cr
Mumbai,Barcelona in Mira Road East,Flat,2 BHK,656 sqft,Furnish,New Property,Possession by Dec '22,,₹ 99.8 Lac
Mumbai,Gardenia in Mira Road,Flat,2 BHK,690 sqft,Furnish,New Property,Ready to Move,,₹ 93 Lac
Mumbai,XL in Dhanukar Wadi,Flat,2 BHK,820 sqft,Unfurnish,New Property,Possession by Dec '25,,₹ 1.27 Cr
Mumbai,Nova in Bhoiwada,Flat,1 BHK,374 sqft,Unfurnish,New Property,Possession by Jun '22,,₹ 1.15 Cr
Mumbai,Zen World in Kanjurmarg East,Flat,2 BHK,750 sqft,Furnish,New Property,Possession by Nov '22,,₹ 1.54 Cr
Mumbai,360 in Mulund West,Flat,2 BHK,750 sqft,Unfurnish,New Property,Possession by Jun '25,,₹ 1.71 Cr
Mumbai,Residency in Kurla East,Flat,1 BHK,466 sqft,Furnish,Old Property,Ready to Move,,₹ 95 Lac
Mumbai,Vakola,Flat,2 BHK,620 sqft,Unfurnish,Old Property,Ready to Move,,₹ 1.65 Cr
Mumbai,Revanta in Mulund West,Flat,2 BHK,617 sqft,Unfurnish,New Property,Possession by Dec '25,,₹ 1.30 Cr
Mumbai,Highpark in Mahajan Wadi,Flat,1 BHK,425 sqft,Unfurnish,New Property,Possession by Dec '23,,₹ 60 Lac
Mumbai,at Runwal Forests in Kanjurmarg West,Flat,2 BHK,465 sqft,Furnish,New Property,Possession by Apr '23,,₹ 1.06 Cr
Mumbai,Codename Open Streets in Vinay Nagar,Flat,1 BHK,470 sqft,Furnish,New Property,Possession by Jun '23,,₹ 59.5 Lac
Mumbai,Woods in Kandivali East,Flat,2 BHK,719 sqft,Unfurnish,New Property,Possession by Dec '23,,₹ 1.74 Cr
Mumbai,Virar West,Flat,2 BHK,512 sqft,Furnish,New Property,Possession by Dec '22,,₹ 44 Lac
Mumbai,Ecocity in Mira Road East,Flat,1 BHK,522 sqft,Furnish,New Property,Possession by Dec '22,,₹ 69 Lac
Mumbai,Harmony in Matunga East,Flat,2 BHK,486 sqft,Unfurnish,New Property,Possession by Nov '23,,₹ 1.69 Cr
Mumbai,Park in Malad West,Flat,2 BHK,644 sqft,Furnish,New Property,Possession by Dec '24,,₹ 1.49 Cr
Mumbai,Bliss in Kurla West,Flat,1 BHK,320 sqft,Unfurnish,New Property,Possession by Jan '23,,₹ 89 Lac
Mumbai,Aspire in Malad West,Flat,1 BHK,442 sqft,Unfurnish,Old Property,Possession by May '22,,₹ 1 Cr
Mumbai,Dwarka in Ghatkopar East,Flat,1 BHK,351 sqft,Unfurnish,New Property,Possession by Jun '22,,₹ 89.5 Lac
Mumbai,Lagoon in Jankalyan Nagar,Flat,2 BHK,700 sqft,Unfurnish,New Property,Possession by Dec '25,,₹ 1.61 Cr
Mumbai,Radha Complex in Bhandup West,Flat,2 BHK,630 sqft,Unfurnish,Old Property,Ready to Move,,₹ 1.25 Cr
Mumbai,Sindhi Society Chembur,Flat,1 BHK,355 sqft,Furnish,New Property,Possession by Jun '25,,₹ 85 Lac
Mumbai,CHS in Kannamwar Nagar 2,Flat,1 BHK,390 sqft,Furnish,New Property,Possession by Jan '23,,₹ 65 Lac
Mumbai,Empress in Borivali West,Flat,1 BHK,417 sqft,Unfurnish,New Property,Possession by Dec '22,,₹ 89 Lac
Mumbai,Link Road,Flat,1 BHK,333 sqft,Unfurnish,New Property,Possession by May '22,,₹ 65 Lac
Mumbai,Bliss in Crompton Greaves,Flat,2 BHK,809 sqft,Unfurnish,New Property,Possession by Mar '22,,₹ 1.74 Cr
Mumbai,Square in Bhandup West,,0 BHK,172 sqft,Unfurnish,New Property,Possession by Jun '23,,₹ 34 Lac
Mumbai,Bliss in Kanjurmarg East,Flat,2 BHK,687 sqft,Unfurnish,New Property,Possession by Mar '22,,₹ 1.59 Cr
Mumbai,Wadala East,Flat,1 BHK,429 sqft,Furnish,Old Property,Ready to Move,,₹ 1.35 Cr
Mumbai,Chembur,Flat,1 BHK,608 sqft,Unfurnish,New Property,Ready to Move,,₹ 1.15 Cr
Mumbai,Avenue in Kanjurmarg East,Flat,3 BHK,800 sqft,Furnish,New Property,Possession by Dec '24,,₹ 1.95 Cr
Mumbai,Kaatyayni Heights in Andheri East,Flat,1 BHK,412 sqft,Unfurnish,New Property,Possession by Mar '22,,₹ 1.26 Cr
Mumbai,Ghatkopar East,Flat,2 BHK,572 sqft,Unfurnish,New Property,Possession by Dec '22,,₹ 1.37 Cr
