Location,Area,Type,BHK,Furnish,Transaction,Status,Price_Lac,Area_Sqft,Price/Sqft
Mumbai,XL in Dhanukar Wadi,Flat,2.0,Unfurnish,New Property,Dec 2025,127.0,820.0,15487.8
Mumbai,Nova in Bhoiwada,Flat,1.0,Unfurnish,New Property,Jun 2022,114.99999999999999,374.0,30748.66
Mumbai,Zen World in Kanjurmarg East,Flat,2.0,Furnish,New Property,Nov 2022,154.0,750.0,20533.33
Mumbai,360 in Mulund West,Flat,2.0,Unfurnish,New Property,Jun 2025,171.0,750.0,22800.0
Mumbai,Residency in Kurla East,Flat,1.0,Furnish,Old Property,Dec 2021,95.0,466.0,20386.27
Mumbai,Vakola,Flat,2.0,Unfurnish,Old Property,Dec 2021,165.0,620.0,26612.9
Mumbai,Revanta in Mulund West,Flat,2.0,Unfurnish,New Property,Dec 2025,130.0,617.0,21069.69
Mumbai,Highpark in Mahajan Wadi,Flat,1.0,Unfurnish,New Property,Dec 2023,60.0,425.0,14117.65
Mumbai,at Runwal Forests in Kanjurmarg West,Flat,2.0,Furnish,New Property,Apr 2023,106.0,465.0,22795.7
Mumbai,Codename Open Streets in Vinay Nagar,Flat,1.0,Furnish,New Property,Jun 2023,59.5,470.0,12659.57
Mumbai,Woods in Kandivali East,Flat,2.0,Unfurnish,New Property,Dec 2023,174.0,719.0,24200.28
Mumbai,Virar West,Flat,2.0,Furnish,New Property,Dec 2022,44.0,512.0,8593.75
Mumbai,Ecocity in Mira Road East,Flat,1.0,Furnish,New Property,Dec 2022,69.0,522.0,13218.39
Mumbai,Harmony in Matunga East,Flat,2.0,Unfurnish,New Property,Nov 2023,169.0,486.0,34773.66
Mumbai,Park in Malad West,Flat,2.0,Furnish,New Property,Dec 2024,149.0,644.0,23136.65
Mumbai,Bliss in Kurla West,Flat,1.0,Unfurnish,New Property,Jan 2023,89.0,320.0,27812.5
Mumbai,Aspire in Malad West,Flat,1.0,Unfurnish,Old Property,May 2022,100.0,442.0,22624.43
Mumbai,Dwarka in Ghatkopar East,Flat,1.0,Unfurnish,New Property,Jun 2022,89.5,351.0,25498.58
Mumbai,Lagoon in Jankalyan Nagar,Flat,2.0,Unfurnish,New Property,Dec 2025,161.0,700.0,23000.0
Mumbai,Radha Complex in Bhandup West,Flat,2.0,Unfurnish,Old Property,Dec 2021,125.0,630.0,19841.27
Mumbai,Sindhi Society Chembur,Flat,1.0,Furnish,New Property,Jun 2025,85.0,355.0,23943.66
Mumbai,CHS in Kannamwar Nagar 2,Flat,1.0,Furnish,New Property,Jan 2023,65.0,390.0,16666.67
Mumbai,Empress in Borivali West,Flat,1.0,Unfurnish,New Property,Dec 2022,89.0,417.0,21342.93
Mumbai,Link Road,Flat,1.0,Unfurnish,New Property,May 2022,65.0,333.0,19519.52
Mumbai,Bliss in Crompton Greaves,Flat,2.0,Unfurnish,New Property,Mar 2022,174.0,809.0,21508.03
Mumbai,Bliss in Kanjurmarg East,Flat,2.0,Unfurnish,New Property,Mar 2022,159.0,687.0,23144.1
Mumbai,Wadala East,Flat,1.0,Furnish,Old Property,Dec 2021,135.0,429.0,31468.53
Mumbai,Chembur,Flat,1.0,Unfurnish,New Property,Dec 2021,114.99999999999999,608.0,18914.47
Mumbai,Avenue in Kanjurmarg East,Flat,3.0,Furnish,New Property,Dec 2024,195.0,800.0,24375.0
Mumbai,Kaatyayni Heights in Andheri East,Flat,1.0,Unfurnish,New Property,Mar 2022,126.0,412.0,30582.52
Mumbai,Ghatkopar East,Flat,2.0,Unfurnish,New Property,Dec 2022,137.0,572.0,23951.05
Mumbai,Kandivali West,Flat,2.0,Furnish,Old Property,Dec 2025,134.0,650.0,20615.38
Mumbai,Revanta in Mulund West,Flat,2.0,Furnish,New Property,Sep 2025,147.0,619.0,23747.98
Mumbai,Patil Breeze in Dahisar,Flat,1.0,Unfurnish,New Property,Dec 2024,95.0,440.0,21590.91
Mumbai,Akshay in Pleasant Park,Flat,1.0,Furnish,New Property,Jun 2022,58.5,400.0,14625.0
Mumbai,Ivana in Mira Road,Flat,1.0,Unfurnish,New Property,Jun 2023,65.0,740.0,8783.0
Mumbai,Heights in Vasai East,Flat,1.0,Unfurnish,New Property,Apr 2023,36.5,464.0,7866.38
Mumbai,Chandivali,Flat,1.0,Unfurnish,New Property,Dec 2025,114.99999999999999,450.0,25555.56
Mumbai,Thakur Complex,Flat,2.0,Furnish,New Property,Nov 2022,118.0,615.0,19186.99
Mumbai,Senterio in Shell Colony,Flat,1.0,Furnish,New Property,Jun 2022,110.00000000000001,440.0,25000.0
Mumbai,Forests in Kanjurmarg West,Flat,1.0,Unfurnish,New Property,Jul 2022,105.0,433.0,24249.42
Mumbai,Mulund West,Flat,1.0,Furnish,Old Property,Dec 2021,105.0,495.0,21212.12
Mumbai,Shanti in Y K Nagar,Flat,1.0,Unfurnish,New Property,Sep 2024,39.0,490.0,7959.18
Mumbai,Magathane,Flat,2.0,Unfurnish,Old Property,Dec 2021,155.0,650.0,23846.15
Mumbai,Alcove in Chandivali,Flat,2.0,Unfurnish,New Property,Dec 2024,163.0,744.0,21908.6
Mumbai,Now Or Never in Vinay Nagar,Flat,1.0,Unfurnish,New Property,Dec 2022,47.0,360.0,13055.56
Mumbai,53 West in Andheri West,Flat,1.0,Unfurnish,New Property,Dec 2025,136.0,420.0,32380.95
Mumbai,inChikhal Dongari,Villa,4.0,Furnish,New Property,May 2022,85.0,1700.0,5000.0
Mumbai,inBoisar West,Villa,3.0,Furnish,Old Property,Dec 2021,105.0,1100.0,9545.45
Mumbai,inVasai West,Villa,4.0,Furnish,Old Property,Dec 2021,198.0,1681.0,11778.7
Mumbai,inGorai,Villa,2.0,Furnish,Old Property,Dec 2021,125.0,1200.0,10416.67
Mumbai,inCharkop Sector 6,Villa,3.0,Unfurnish,Old Property,Dec 2021,190.0,1800.0,10555.56
Mumbai,inMaharashtra Nagar,Villa,5.0,Unfurnish,New Property,Dec 2021,175.0,1500.0,11666.67
Mumbai,inGorai 1,Villa,2.0,Furnish,Old Property,Dec 2021,195.0,700.0,27857.14
Mumbai,inVasai East,Villa,3.0,Furnish,Old Property,Dec 2021,107.0,985.0,10862.94
Mumbai,inCharkop Sector 2,Villa,2.0,Furnish,Old Property,Dec 2021,72.0,500.0,14400.0
Mumbai,inNalasopara West,Villa,3.0,Unfurnish,New Property,Dec 2021,70.0,1500.0,4666.67
Mumbai,invillas,Villa,2.0,Furnish,Old Property,Dec 2021,65.0,810.0,8024.69
Mumbai,inGoregaon East,Villa,2.0,Furnish,Old Property,Dec 2021,135.0,710.0,19014.08
Mumbai,inNaigaon East,Villa,1.0,Unfurnish,Old Property,Dec 2021,50.0,1134.0,4409.17
Mumbai,inM B Tower Virar West,Villa,3.0,Furnish,New Property,Dec 2021,80.0,1400.0,5714.29
Mumbai,inMarol Maroshi,Villa,1.0,Furnish,Old Property,Dec 2021,43.0,350.0,12285.71
Mumbai,inOrange City,Villa,3.0,Furnish,Old Property,Dec 2021,62.0,1500.0,4133.33
Mumbai,inUlhasnagar,Villa,3.0,Unfurnish,Old Property,Dec 2021,100.0,1400.0,7142.86
Mumbai,inCharkop Anusaya Kandivali West,Villa,1.0,Furnish,New Property,Dec 2021,67.0,900.0,7444.44
Mumbai,inGorai 1,Villa,1.0,Unfurnish,Old Property,Dec 2021,61.5,300.0,20500.0
Mumbai,inBoisar West,Villa,2.0,Unfurnish,New Property,Jan 2023,68.0,1455.0,4673.54
Mumbai,inVile Parle East,Villa,1.0,Unfurnish,Old Property,Dec 2021,55.0,350.0,15714.0
Mumbai,inBolinj,Villa,4.0,Furnish,Old Property,Dec 2021,145.0,2500.0,5800.0
Mumbai,inPushpa Park,Villa,1.0,Unfurnish,Old Property,Dec 2021,36.0,200.0,18000.0
Mumbai,inMadh Village,Villa,5.0,Unfurnish,Old Property,Dec 2021,50.0,1080.0,4630.0
Mumbai,inKurar Village,Villa,1.0,Unfurnish,Old Property,Dec 2021,22.0,235.0,9362.0
