Location,Area,Type,BHK,Furnish,Transaction,Status,Price_Lac,Area_Sqft,Price/Sqft
Chennai,Old Mahabalipuram Road,Flat,2.0,Unfurnish,Old Property,Dec 2021,53.0,950.0,5578.95
Chennai,Mahindra World City,Flat,2.0,Unfurnish,Old Property,Dec 2021,34.0,610.0,5573.77
Chennai,Oragadam Sriperumbudur,Flat,3.0,Furnish,New Property,Dec 2021,55.0,1150.0,4782.0
Chennai,Padapai,Flat,1.0,Furnish,Old Property,Dec 2021,31.0,748.0,4144.0
Chennai,Santhosapuram Medavakkam,Flat,3.0,Unfurnish,Old Property,Dec 2021,80.0,1300.0,6154.0
Chennai,Thalambur,Flat,3.0,Furnish,Old Property,Dec 2021,85.0,1500.0,5666.67
Chennai,Medavakkam,Flat,2.0,Unfurnish,Old Property,Dec 2021,42.0,848.0,4953.0
Chennai,Lingam Nagar,Flat,3.0,Unfurnish,Old Property,Dec 2021,53.0,1310.0,4045.8
Chennai,Guru Swamy Nagar Pulianthope,Flat,2.0,Furnish,Old Property,Dec 2021,38.0,738.0,5149.05
Chennai,Thanikachalam Nagar Ponniammanmedu,Flat,1.0,Furnish,Old Property,Dec 2021,31.0,450.0,6888.89
Chennai,T Nagar,Flat,2.0,Unfurnish,Old Property,Dec 2021,59.0,650.0,9076.92
Chennai,Kelambakkam Old Mahabalipuram Road,Flat,3.0,Furnish,Old Property,Dec 2021,42.0,850.0,4941.18
Chennai,Koyambedu,Flat,3.0,Unfurnish,New Property,Jan 2022,120.0,1320.0,9090.0
Chennai,inPudupakkam,Villa,3.0,Unfurnish,New Property,Dec 2021,95.0,1727.0,5500.0
Chennai,inVengaivasal Medavakkam,Villa,2.0,Unfurnish,New Property,Dec 2021,113.99999999999999,1020.0,11176.47
Chennai,inSholinganallur,Villa,2.0,Unfurnish,New Property,Dec 2021,140.0,1050.0,13333.33
Chennai,inKelambakkam Old Mahabalipuram Road,Villa,2.0,Unfurnish,New Property,Mar 2022,79.5,1270.0,6259.0
Chennai,inPerumbakkam,Villa,4.0,Unfurnish,New Property,Dec 2022,120.0,1884.0,6369.0
Chennai,inKelambakkam Old Mahabalipuram Road,Villa,4.0,Unfurnish,New Property,Dec 2021,114.99999999999999,1866.0,6162.0
Chennai,inPorur,Villa,3.0,Unfurnish,New Property,Dec 2021,90.5,1508.0,5999.0
Chennai,inTambaram East,Villa,3.0,Unfurnish,New Property,Mar 2022,55.0,1200.0,4583.33
Chennai,inIndrapriyadarshini Nagar,Villa,2.0,Furnish,New Property,Dec 2021,50.1,355.0,14112.68
Chennai,inGerugambakkam Chennai Bypass Road,Villa,3.0,Furnish,Old Property,Dec 2021,55.0,1250.0,4400.0
Chennai,inChettipunyam,Villa,3.0,Furnish,Old Property,Dec 2021,55.0,1074.0,5121.04
Chennai,inMambakkam,Villa,2.0,Unfurnish,New Property,Sep 2022,75.0,1100.0,6818.18
Chennai,inVeppampattu Chennai Tiruttani Highway,Villa,2.0,Unfurnish,New Property,Jan 2022,34.0,1200.0,2833.33
Chennai,inVengaivasal Medavakkam,Villa,2.0,Unfurnish,New Property,Feb 2022,113.99999999999999,1010.0,11287.13
Chennai,inKelambakkam Old Mahabalipuram Road,Villa,3.0,Unfurnish,New Property,Dec 2021,96.0,1333.0,7201.8
Chennai,inKelambakkam Old Mahabalipuram Road,Villa,4.0,Unfurnish,New Property,Dec 2021,139.0,1896.0,7013.0
Chennai,inKanathur,Villa,3.0,Furnish,Old Property,Dec 2021,112.99999999999999,1767.0,6395.0
Chennai,inSiruseri,Villa,3.0,Unfurnish,New Property,Dec 2021,75.0,1545.0,4854.0
Chennai,inKovur,Villa,5.0,Unfurnish,New Property,Dec 2021,120.0,1813.0,6618.86
Chennai,inCBI Colony,Villa,3.0,Unfurnish,New Property,Jan 2022,114.99999999999999,2000.0,5750.0
Chennai,inUrapakkam Vandalur R F GST Road,Villa,2.0,Unfurnish,New Property,Dec 2021,31.0,757.0,4095.11
Chennai,inKelambakkam Old Mahabalipuram Road,Villa,3.0,Unfurnish,New Property,Dec 2021,79.9,1376.0,5806.0
Chennai,inThirumudivakkam,Villa,3.0,Unfurnish,New Property,Feb 2022,75.0,890.0,8426.97
Chennai,inPadapai,Villa,2.0,Unfurnish,New Property,Mar 2022,37.5,800.0,4687.0
Chennai,inVettuvankeni,Villa,3.0,Unfurnish,New Property,Dec 2021,149.0,1678.0,8879.62
Chennai,inAgaramthen,Villa,3.0,Unfurnish,New Property,Dec 2021,70.0,1061.0,6597.55
Chennai,inKelambakkam Old Mahabalipuram Road,Villa,3.0,Unfurnish,New Property,Dec 2021,86.0,1376.0,6250.0
Chennai,inPonneri,Villa,2.0,Unfurnish,Old Property,Dec 2021,29.0,766.0,3785.9
Chennai,inNavalur,Villa,2.0,Unfurnish,New Property,Feb 2022,60.0,1050.0,5714.0
Chennai,inTambaram East,Villa,3.0,Unfurnish,New Property,Oct 2022,102.0,705.0,14468.09
Chennai,inChromepet GST Road,Villa,3.0,Unfurnish,New Property,Jan 2022,82.7,1110.0,7445.0
Chennai,inSanthosapuram Medavakkam,Villa,3.0,Unfurnish,New Property,Feb 2022,99.0,1570.0,6305.0
Chennai,inGerugambakkam Chennai Bypass Road,Villa,3.0,Unfurnish,Old Property,Aug 2022,70.0,1300.0,5384.62
Chennai,inAyappakkam,Villa,2.0,Unfurnish,New Property,Jan 2022,59.0,1075.0,5488.0
Chennai,inAvadi,Villa,2.0,Unfurnish,New Property,Jan 2022,31.0,750.0,4133.0
Chennai,inMaraimalai Nagar,Villa,2.0,Unfurnish,Old Property,Dec 2021,50.0,900.0,5555.56
Chennai,inEast Coast Road,Villa,2.0,Unfurnish,Old Property,Dec 2021,30.0,891.0,3367.0
Chennai,inKovalam,Villa,3.0,Furnish,Old Property,Dec 2021,90.0,1100.0,8181.82
Chennai,inThirumazhisai,Villa,3.0,Unfurnish,Old Property,Dec 2021,48.0,650.0,7384.62
Chennai,inMangadu,Villa,3.0,Unfurnish,Old Property,Dec 2021,95.0,1720.0,4203.0
Chennai,inKovalam,Villa,3.0,Furnish,New Property,Dec 2021,97.7,2327.0,4198.54
Chennai,inPadapai,Villa,2.0,Unfurnish,Old Property,Dec 2021,32.0,1200.0,2667.0
Chennai,inMambakkam,Villa,2.0,Unfurnish,Old Property,Nov 2022,46.8,700.0,6685.71
Chennai,inG S T Road,Villa,3.0,Unfurnish,Old Property,Dec 2021,58.0,1400.0,4143.0
Chennai,inNavalur,Villa,3.0,Unfurnish,Old Property,Dec 2021,95.0,917.0,10359.87
Chennai,inKolapakkam,Villa,1.0,Unfurnish,Old Property,Dec 2021,80.0,630.0,12698.41
Chennai,inVanagaram,Villa,3.0,Furnish,New Property,Dec 2021,99.9,1700.0,5876.0
Chennai,inKondavakkam,Villa,3.0,Unfurnish,Old Property,Dec 2021,65.0,2300.0,2826.0
Chennai,inNandivaram Guduvancheri,Villa,3.0,Unfurnish,Old Property,Dec 2021,67.0,2050.0,3268.0
Chennai,inMaraimalai Nagar,Villa,3.0,Furnish,Old Property,Dec 2021,58.0,1430.0,4055.0
Chennai,inThaiyur,Villa,3.0,Unfurnish,Old Property,Dec 2021,28.5,1000.0,2850.0
Chennai,inKelambakkam Old Mahabalipuram Road,Villa,3.0,Unfurnish,New Property,Dec 2021,86.0,1127.0,7630.88
Chennai,inTambaram West Tambaram Chennai Bypass Road,Villa,2.0,Unfurnish,New Property,Dec 2021,72.0,1250.0,5760.0
Chennai,inEast Coast Road,Villa,3.0,Furnish,Old Property,Dec 2021,95.0,1800.0,5277.0
Chennai,inVeppampattu Chennai Tiruttani Highway,Villa,2.0,Furnish,New Property,Dec 2021,29.0,850.0,3411.76
Chennai,inVijayalakshmi Nagar Porur,Villa,3.0,Furnish,New Property,Mar 2022,75.0,840.0,8928.57
Chennai,inTiruvallur,Villa,2.0,Unfurnish,Old Property,Dec 2021,29.0,800.0,3625.0
Chennai,inThazhambur,Villa,3.0,Unfurnish,New Property,Dec 2021,82.0,1316.0,6231.0
Chennai,inKelambakkam Old Mahabalipuram Road,Villa,2.0,Unfurnish,Old Property,Aug 2022,52.0,850.0,6117.65
Chennai,inPerungalathur Chennai Bypass Road,Villa,2.0,Unfurnish,Old Property,Feb 2022,58.9,800.0,7362.5
Chennai,inParuthipet,Villa,2.0,Unfurnish,New Property,Feb 2022,37.0,650.0,5692.31
Chennai,inRedhills,Villa,2.0,Unfurnish,Old Property,Feb 2022,33.0,600.0,5500.0
Chennai,inSelaiyur,Villa,3.0,Unfurnish,New Property,Dec 2021,87.0,1600.0,5438.0
Chennai,inMahabalipuram,Villa,3.0,Furnish,New Property,Dec 2021,55.0,750.0,7333.0
Chennai,inNandivaram Guduvancheri,Villa,3.0,Unfurnish,New Property,Dec 2021,65.0,1400.0,4642.86
Chennai,inPudupakkam,Villa,3.0,Unfurnish,New Property,Dec 2021,91.3,1973.0,4627.47
Chennai,inPadapai,Villa,2.0,Unfurnish,New Property,Dec 2021,40.3,1090.0,3700.0
Chennai,inGuduvancheri,Villa,2.0,Unfurnish,New Property,Dec 2021,40.9,870.0,4699.0
Chennai,inPoonamalle,Villa,1.0,Unfurnish,New Property,Jun 2022,30.0,560.0,5357.0
Chennai,inKolapakkam Vandalur Kelambakkam Road,Villa,4.0,Furnish,Old Property,Dec 2021,89.0,1668.0,5335.73
Chennai,inKundrathur Pallavaram Kundrathur Main Road,Villa,3.0,Furnish,Old Property,Dec 2021,125.0,1430.0,8741.26
Chennai,inKovur,Villa,2.0,Furnish,Old Property,Dec 2021,60.0,1100.0,5454.55
Chennai,inSelaiyur,Villa,3.0,Furnish,Old Property,Dec 2021,105.0,1870.0,5614.97
Chennai,inalliance huming gardens,Villa,2.0,Furnish,Old Property,Dec 2021,65.0,550.0,11818.18
Chennai,inGuduvancheri,Villa,3.0,Furnish,Old Property,Dec 2021,70.0,2100.0,3333.33
Chennai,inGuduvancheri,Villa,2.0,Unfurnish,Old Property,Dec 2021,54.0,1250.0,4320.0
Chennai,inVandalur Kelambakkam Road,Villa,3.0,Unfurnish,New Property,Apr 2022,40.0,1200.0,3333.33
Chennai,inSemmancheri,Villa,3.0,Unfurnish,New Property,Dec 2021,130.0,1500.0,8666.67
Chennai,inMambakkam,Villa,2.0,Unfurnish,New Property,Dec 2021,64.5,1200.0,5375.0
Chennai,inKelambakkam Old Mahabalipuram Road,Villa,3.0,Unfurnish,Old Property,Dec 2021,74.0,1588.0,4660.0
Chennai,inMahindra World City,Villa,3.0,Furnish,Old Property,Dec 2021,85.0,2000.0,4250.0
Chennai,inVanagaram,Villa,2.0,Unfurnish,Old Property,Jan 2022,65.0,730.0,8904.11
Chennai,inSriperumbudur,Villa,1.0,Unfurnish,Old Property,Dec 2021,17.5,600.0,2916.67
Chennai,inMahindra World City,Villa,3.0,Unfurnish,Old Property,Dec 2021,55.0,1470.0,3741.5
Chennai,inKattankulathur GST Road,Villa,2.0,Unfurnish,New Property,Feb 2022,24.9,550.0,4527.27
Chennai,inMahindra World City,Villa,3.0,Unfurnish,Old Property,Dec 2021,52.0,1350.0,3851.85
Chennai,inKattupakkam PH Road,Villa,3.0,Furnish,Old Property,Dec 2021,120.0,1950.0,6153.0
Chennai,inGerugambakkam Chennai Bypass Road,Villa,3.0,Furnish,New Property,Dec 2021,105.0,1250.0,8400.0
Chennai,inMangadu,Villa,2.0,Unfurnish,New Property,Dec 2021,53.0,800.0,6625.0
Chennai,inThalambur,Villa,4.0,Furnish,Old Property,Dec 2021,114.99999999999999,2000.0,5750.0
Chennai,inKayarambedu,Villa,2.0,Unfurnish,Old Property,Dec 2021,42.0,1250.0,3360.0
Chennai,inIyyappanthangal,Villa,4.0,Furnish,New Property,Dec 2021,130.0,1000.0,13000.0
Chennai,inEast Coast Road,Villa,2.0,Unfurnish,Old Property,Dec 2021,30.0,891.0,3367.0
Chennai,inKelambakkam Old Mahabalipuram Road,Villa,3.0,Unfurnish,Old Property,Dec 2021,70.0,2000.0,3500.0
Chennai,inRedhills,Villa,3.0,Unfurnish,New Property,Dec 2021,32.0,1000.0,3200.0
Chennai,inRevathipuram,Villa,2.0,Furnish,New Property,Dec 2021,43.2,150.0,28800.0
Mumbai,Barcelona in Mira Road East,Flat,2.0,Unfurnish,New Property,Jun 2025,105.0,506.0,20750.99
Mumbai,Vasanthi in Mulund East,Flat,2.0,Unfurnish,New Property,Jun 2022,149.0,547.0,27239.49
Mumbai,Towers and Plaza in Chandivali,Flat,1.0,Unfurnish,New Property,Jun 2026,100.0,366.0,27322.4
Mumbai,Revanta in Mulund West,Flat,2.0,Unfurnish,New Property,Mar 2026,151.0,585.0,25811.97
Mumbai,Satyam in Malad East,Flat,1.0,Unfurnish,New Property,Dec 2024,100.0,412.0,24271.84
Mumbai,Midtown in Chembur,Flat,2.0,Unfurnish,New Property,Dec 2025,131.0,554.0,23646.21
Mumbai,Bliss in Kurla West,Flat,2.0,Unfurnish,New Property,Mar 2024,158.0,559.0,28264.76
Mumbai,Revanta in Mulund West,Flat,2.0,Unfurnish,New Property,Sep 2026,112.99999999999999,572.0,19755.24
Mumbai,Dwarka in Ghatkopar East,Flat,1.0,Unfurnish,New Property,Jun 2024,118.0,400.0,29500.0
Mumbai,Miracle Bay in Mahim West,Flat,1.0,Furnish,New Property,Dec 2027,145.0,365.0,39726.03
Mumbai,in Borivali East,Flat,2.0,Unfurnish,New Property,Dec 2022,166.0,620.0,26774.19
Mumbai,Hills in Dahisar East,Flat,2.0,Unfurnish,New Property,Dec 2026,129.0,623.0,20706.26
Mumbai,Heritage in Crawford Market,Flat,1.0,Unfurnish,New Property,Apr 2024,140.0,388.0,36082.47
Mumbai,Barcelona in Mira Road East,Flat,1.0,Unfurnish,New Property,Jun 2025,68.0,330.0,20606.06
Mumbai,in Bhandup East,Flat,1.0,Unfurnish,New Property,Mar 2024,75.0,361.0,20775.62
Mumbai,Crest in Malad West,Flat,1.0,Unfurnish,New Property,Dec 2022,87.0,377.0,23076.92
Mumbai,Elitus in Mulund West,Flat,2.0,Unfurnish,New Property,Mar 2026,180.0,802.0,22443.89
Mumbai,Avenue in Vikhroli East,Flat,1.0,Unfurnish,New Property,Dec 2023,67.5,386.0,17487.05
Mumbai,Sanctuary in Mulund West,Flat,2.0,Furnish,New Property,Jun 2024,148.0,690.0,21449.28
Mumbai,Pinnacle in Mulund West,Flat,2.0,Unfurnish,New Property,Jun 2026,130.0,606.0,21452.15
Mumbai,in Mira Road,Flat,1.0,Unfurnish,New Property,Apr 2022,67.4,458.0,14716.16
Mumbai,in Mira Road,Flat,2.0,Unfurnish,New Property,Dec 2023,86.0,711.0,12095.64
Mumbai,Samarpan in Kandivali West,Flat,2.0,Unfurnish,New Property,Jun 2022,164.0,643.0,25505.44
Mumbai,Residency in Kurla East,Flat,2.0,Unfurnish,New Property,Mar 2022,126.0,563.0,22380.11
Mumbai,in Andheri West,Flat,1.0,Unfurnish,New Property,Feb 2024,138.0,426.0,32394.37
Mumbai,Earth in Kanjurmarg East,Flat,1.0,Unfurnish,New Property,Dec 2021,121.0,466.0,25965.67
Mumbai,House in Goregaon East,Flat,2.0,Unfurnish,New Property,Jun 2023,136.0,593.0,22934.23
Mumbai,Virar in Virar,Flat,1.0,Unfurnish,New Property,Dec 2021,33.9,399.0,8496.24
Mumbai,Aarna in Chembur,Flat,1.0,Furnish,New Property,Dec 2022,105.0,383.0,27415.14
Mumbai,Tower in Vasai East,Flat,1.0,Unfurnish,New Property,Dec 2025,31.5,358.0,8798.88
Mumbai,Arya in Ghatkopar West,Flat,1.0,Unfurnish,New Property,Mar 2022,108.0,443.0,24379.23
Mumbai,Baria Everest in Virar West,Flat,1.0,Unfurnish,New Property,Dec 2021,40.0,451.0,8869.0
Mumbai,Gardens in Bhandup West,Flat,1.0,Unfurnish,New Property,Dec 2021,99.0,498.0,19879.52
Mumbai,The Park in Worli,Flat,2.0,Unfurnish,New Property,Dec 2021,1.2,890.0,134.83
Mumbai,Heritage 2 in Jogeshwari East,Flat,2.0,Unfurnish,New Property,Dec 2022,143.0,598.0,23913.04
Mumbai,Woods in Kandivali East,Flat,2.0,Unfurnish,New Property,Dec 2025,169.0,719.0,23504.87
Mumbai,Amara in Kurla East,Flat,3.0,Unfurnish,New Property,Jul 2023,195.0,750.0,26000.0
Mumbai,in Kandivali East,Flat,1.0,Furnish,New Property,Jun 2024,95.0,400.0,23750.0
Mumbai,Senterio in Tilak Nagar Harbour Line,Flat,1.0,Furnish,New Property,Oct 2022,114.99999999999999,440.0,26136.36
Mumbai,Limited Edition in Mulund East,Flat,2.0,Unfurnish,New Property,Oct 2024,177.0,750.0,23600.0
Mumbai,Montana in Mulund West,Flat,2.0,Unfurnish,New Property,Dec 2025,161.0,574.0,28048.78
Mumbai,Pinnacle in Mulund West,Flat,2.0,Furnish,New Property,Dec 2024,132.0,612.0,21568.63
Mumbai,Millennia in Parel,Flat,1.0,Furnish,New Property,Dec 2024,139.0,411.0,33819.95
Mumbai,Revanta in Mulund West,Flat,2.0,Unfurnish,New Property,Dec 2024,145.0,625.0,23200.0
Mumbai,Woods in Kandivali East,Flat,2.0,Furnish,New Property,Dec 2023,170.0,719.0,23643.95
Mumbai,Millennia in Parel,Flat,1.0,Unfurnish,New Property,Dec 2025,111.00000000000001,410.0,27073.17
Mumbai,Neo Park in Bhandup West,Flat,1.0,Unfurnish,New Property,Dec 2025,48.0,285.0,16842.11
Mumbai,Vishnu Phase I in Dahisar East,Flat,1.0,Unfurnish,New Property,Jun 2023,65.1,394.0,16522.84
Mumbai,Residency Phase 1 in Jogeshwari East,Flat,1.0,Unfurnish,New Property,Dec 2024,82.0,435.0,18850.57
Mumbai,O2 in Mulund West,Flat,3.0,Unfurnish,New Property,Dec 2024,184.0,771.0,23865.11
Mumbai,Pinnacle in Mulund West,Flat,1.0,Unfurnish,New Property,Dec 2024,99.0,457.0,21663.02
Mumbai,in Andheri East,Flat,2.0,Unfurnish,New Property,Mar 2024,190.0,858.0,22144.52
Mumbai,53 West in Andheri West,Flat,1.0,Unfurnish,New Property,Dec 2025,139.0,455.0,30549.45
Mumbai,Stone in Vikhroli East,Flat,1.0,Unfurnish,New Property,Dec 2023,75.2,393.0,19134.86
Mumbai,IC Colony,Flat,2.0,Furnish,New Property,Dec 2024,160.0,700.0,22857.14
Mumbai,Society in Mulund West,Flat,2.0,Furnish,Old Property,Dec 2021,155.0,700.0,22142.86
Mumbai,North in Mira Road East,Flat,1.0,Unfurnish,New Property,Dec 2021,65.0,450.0,14444.44
Mumbai,Florenza in Pleasant Park,Flat,1.0,Furnish,New Property,Dec 2021,68.3,442.0,15452.49
Mumbai,Vihar in Powai,Flat,2.0,Unfurnish,Old Property,Dec 2021,160.0,640.0,25000.0
Mumbai,Premier in Mira Road East,Flat,2.0,Furnish,New Property,Dec 2021,78.0,680.0,11470.59
Mumbai,in Vinay Nagar,Flat,2.0,Furnish,New Property,Apr 2022,83.5,575.0,14521.74
Mumbai,Hot Cake in Vinay Nagar,Flat,1.0,Unfurnish,New Property,Dec 2022,53.5,405.0,13209.88
Mumbai,Diamond Hill in Chandan Shanti,Flat,2.0,Furnish,New Property,Jun 2022,84.6,620.0,13645.16
Mumbai,Highpark in Kashimira,Flat,1.0,Furnish,New Property,Dec 2023,67.0,492.0,13617.89
Mumbai,Mulund East,Flat,2.0,Unfurnish,Old Property,Dec 2021,160.0,700.0,22857.14
Mumbai,Hillcrest in Mira Road East,Flat,2.0,Furnish,New Property,Dec 2021,76.0,650.0,11692.31
Mumbai,Mira Bhayandar,Flat,2.0,Unfurnish,New Property,Dec 2021,88.0,615.0,14308.94
Mumbai,Ecocity in Mira Road,Flat,2.0,Unfurnish,New Property,Dec 2022,98.0,685.0,14306.57
Mumbai,Heights in Beverly Park,Flat,3.0,Unfurnish,New Property,Dec 2021,99.0,947.0,10454.07
Mumbai,Forests in Kanjurmarg West,Flat,2.0,Furnish,New Property,Dec 2021,160.0,661.0,24205.75
Mumbai,Mulund East,Flat,1.0,Furnish,Old Property,Dec 2021,114.99999999999999,480.0,23958.33
Mumbai,Isle in Central Area,Flat,2.0,Unfurnish,Old Property,Dec 2021,192.0,635.0,30236.22
Mumbai,Powai,Flat,2.0,Furnish,Old Property,Dec 2021,155.0,750.0,20666.67
Mumbai,Borivali West,Flat,1.0,Unfurnish,Old Property,Dec 2021,95.0,400.0,23750.0
Mumbai,Thane Kalyan Dombivli,Flat,2.0,Unfurnish,Old Property,Dec 2021,59.0,650.0,9076.92
Mumbai,Evening Glory in Chandivali,Flat,1.0,Furnish,Old Property,Dec 2021,105.0,385.0,27272.73
Mumbai,Shashwat in Mira Bhayandar,Flat,1.0,Unfurnish,New Property,Dec 2021,65.0,450.0,14444.44
Mumbai,Ariso Apartment in Chembur,Flat,2.0,Unfurnish,New Property,Dec 2023,185.0,712.0,25983.15
Mumbai,Lokhandwala Complex,Flat,1.0,Unfurnish,Old Property,Dec 2021,128.0,450.0,28444.44
Mumbai,in Ketki Pada,Flat,2.0,Furnish,New Property,Dec 2023,95.0,537.0,17690.88
Mumbai,Now Or Never in Vinay Nagar,Flat,1.0,Unfurnish,New Property,Jun 2023,47.0,302.0,15562.91
Mumbai,Vinay Nagar,Flat,1.0,Unfurnish,New Property,Dec 2023,55.0,360.0,15277.78
Mumbai,North Alexa in Mira Road,Flat,1.0,Furnish,New Property,Dec 2022,56.0,476.0,11764.71
Mumbai,Hot Cake in Vinay Nagar,Flat,1.0,Furnish,New Property,Dec 2022,54.0,405.0,13333.33
Mumbai,Oasis in Kashimira,Flat,1.0,Furnish,New Property,Dec 2025,58.0,540.0,10740.74
Mumbai,Diamond Hill in Beverly Park,Flat,1.0,Furnish,New Property,Mar 2023,55.2,440.0,12545.45
Mumbai,Florenza in Beverly Park,Flat,2.0,Furnish,New Property,Dec 2022,98.9,669.0,14783.26
Mumbai,Tilak Nagar Harbour Line,Flat,2.0,Unfurnish,New Property,Dec 2023,152.0,622.0,24437.3
Mumbai,Pinnacle in Mulund West,Flat,1.0,Unfurnish,New Property,Dec 2026,99.0,457.0,21663.0
Mumbai,Gardenia in Naigaon East,Flat,2.0,Furnish,Old Property,Dec 2021,43.7,700.0,6242.86
Mumbai,Akshay in Mira Road East,Flat,2.0,Unfurnish,New Property,Jun 2023,79.1,650.0,12169.23
Mumbai,ORO 67 in Ekta Nagar Charkop,Flat,1.0,Unfurnish,New Property,Apr 2024,88.0,417.0,21103.12
Mumbai,Legacy in Ramdev Park,Flat,1.0,Unfurnish,New Property,Jun 2023,57.5,470.0,12234.04
Mumbai,Residency in Vinay Nagar,Flat,1.0,Unfurnish,New Property,Dec 2024,63.0,531.0,11864.41
Mumbai,Pant Nagar,Flat,2.0,Unfurnish,New Property,Dec 2022,167.0,650.0,25692.31
Mumbai,North in Mira Road,Flat,2.0,Unfurnish,New Property,Dec 2023,87.0,640.0,13593.75
Mumbai,Highpark in Mira Road,Flat,1.0,Unfurnish,New Property,Dec 2023,65.0,405.0,16049.38
Mumbai,in Vinay Nagar,Flat,2.0,Furnish,New Property,Mar 2022,78.0,535.0,14579.44
Mumbai,Samarpan in Magathane,Flat,2.0,Unfurnish,Old Property,Dec 2021,165.0,730.0,22602.74
Mumbai,Suburbia in Chembur,Flat,2.0,Unfurnish,New Property,Dec 2023,187.0,706.0,26487.25
Mumbai,at Runwal Forest in Kanjurmarg,Flat,2.0,Unfurnish,New Property,Jun 2024,139.0,590.0,23559.32
Mumbai,Legacy in Ramdev Park,Flat,1.0,Unfurnish,New Property,Jun 2022,57.0,400.0,14250.0
Mumbai,Ivana in Vinay Nagar,Flat,1.0,Unfurnish,New Property,Dec 2023,59.9,380.0,15763.16
Mumbai,Virar West,Flat,1.0,Unfurnish,New Property,Dec 2022,38.0,422.0,9004.74
Mumbai,Bhayandar East,Flat,1.0,Unfurnish,New Property,Dec 2022,63.0,420.0,15000.0
Mumbai,Pooja in Mira Road East,Flat,1.0,Furnish,New Property,Mar 2022,60.0,411.0,14598.54
Mumbai,Ivana in Vinay Nagar,Flat,1.0,Furnish,New Property,Dec 2023,60.0,450.0,13333.33
Mumbai,Bliss in Crompton Greaves,Flat,2.0,Unfurnish,New Property,Aug 2022,185.0,809.0,22867.74
Mumbai,Oasis in Vinay Nagar,Flat,2.0,Furnish,New Property,Sep 2022,80.0,658.0,12158.05
Mumbai,Revanta in Mulund West,Flat,2.0,Unfurnish,Old Property,Dec 2025,135.0,608.0,22203.95
Mumbai,Greenfinity in Bhakti Park,Flat,2.0,Furnish,New Property,Dec 2022,136.0,473.0,28752.64
Mumbai,Greens in Queens Park,Flat,2.0,Furnish,New Property,Dec 2025,98.6,813.0,12127.92
Mumbai,in Goregaon East,Flat,2.0,Unfurnish,New Property,Dec 2023,177.0,757.0,23381.77
Mumbai,Heights in Vasai East,Flat,1.0,Unfurnish,New Property,Dec 2022,35.0,446.0,7847.53
Mumbai,Park Estate in Yeshwant Nagar,Flat,2.0,Unfurnish,New Property,Jun 2024,146.0,605.0,24132.23
Mumbai,Ramdev Ritu Heights in Mira Road East,Flat,2.0,Furnish,New Property,Dec 2022,78.0,611.0,12765.96
Mumbai,Bella in Bhandup West,Flat,1.0,Unfurnish,New Property,Dec 2023,108.0,425.0,25411.76
Mumbai,Ecocity in Mira Road,Flat,1.0,Furnish,New Property,Dec 2022,57.0,455.0,12527.47
Mumbai,Ecocity in Kashimira,Flat,1.0,Unfurnish,New Property,Dec 2022,67.0,448.0,14955.36
Mumbai,Eastern Bay in Wadala East,Flat,2.0,Unfurnish,New Property,Mar 2024,170.0,686.0,24781.34
Mumbai,Riviera in Hiranandani Gardens,Flat,2.0,Unfurnish,New Property,Dec 2022,175.0,705.0,24822.7
Mumbai,Heights in Mulund East,Flat,2.0,Furnish,Old Property,Dec 2021,160.0,610.0,26229.51
Mumbai,Chembur East,Flat,1.0,Unfurnish,New Property,Dec 2025,94.0,385.0,24415.58
Mumbai,Siddhi in Mira Road,Flat,2.0,Unfurnish,New Property,Jun 2023,76.0,594.0,12794.61
Mumbai,Mahatama Gandhi Road,Flat,1.0,Unfurnish,New Property,Dec 2021,92.0,440.0,20909.09
Mumbai,Exotica in Mira Road,Flat,1.0,Unfurnish,New Property,Dec 2023,59.0,547.0,10786.11
Mumbai,Living in Rawal Pada,Flat,2.0,Furnish,New Property,Mar 2025,83.0,582.0,14261.17
Mumbai,Vinay Nagar,Flat,1.0,Unfurnish,New Property,Mar 2023,54.9,390.0,14076.92
Mumbai,Highpark in Mahajan Wadi,Flat,2.0,Unfurnish,New Property,Dec 2024,87.5,605.0,14462.81
Mumbai,North Euphoria in Vinay Nagar,Flat,3.0,Unfurnish,New Property,Dec 2022,125.0,950.0,13157.89
Mumbai,Arya in Ghatkopar West,Flat,1.0,Unfurnish,New Property,Mar 2022,103.0,443.0,23250.56
Mumbai,Hot Cake in Mira Road,Flat,1.0,Unfurnish,New Property,Mar 2023,59.0,400.0,14750.0
Mumbai,Tara in Kandivali West,Flat,3.0,Unfurnish,New Property,Dec 2023,185.0,835.0,22155.69
Mumbai,Basant Park,Flat,2.0,Furnish,New Property,Dec 2023,160.0,573.0,27923.21
Mumbai,Heights Annex in Vasai East,Flat,1.0,Unfurnish,New Property,Jun 2024,36.5,444.0,8220.72
Mumbai,Highpark in Mira Road East,Flat,1.0,Unfurnish,New Property,Dec 2023,61.0,405.0,15061.73
Mumbai,Morya in Chembur,Flat,1.0,Unfurnish,New Property,Jun 2023,137.0,477.0,28721.17
Mumbai,Barcelona in Mira Road East,Flat,2.0,Furnish,New Property,Dec 2022,99.8,656.0,15213.41
Mumbai,Gardenia in Mira Road,Flat,2.0,Furnish,New Property,Dec 2021,93.0,690.0,13478.26
